9	11
12	13
10	18
12	44
1	16
6	10
8	13
79	81
13	19
1	28
15	16
9	10
16	250
12	14
135	139
24	50
5	36
36	36
4	10
16	18
26	27
14	14
3	15
9	17
2	24
13	27
20	21
5	11
3	17
51	54
31	40
16	22
5	11
6	12
11	25
7	18
0	20
3	11
13	16
6	28
1	13
27	33
73	84
11	35
3	29
9	30
41	45
18	18
16	17
22	23
17	18
7	11
7	10
0	19
20	21
20	25
73	121
13	24
19	24
12	32
71	81
5	18
16	17
11	14
22	23
22	51
12	13
76	94
41	71
10	14
19	36
16	21
3	14
3	21
8	13
10	13
12	14
8	17
3	22
10	11
5	12
4	10
431	445
22	22
6	16
6	12
13	20
9	12
33	35
5	17
14	21
25	29
14	16
5	12
14	18
130	286
15	24
5	19
1	11
1	15
27	66
195	231
8	10
8	14
12	13
10	10
32	42
20	26
12	12
26	42
12	19
13	19
8	10
2	14
12	12
5	15
79	84
6	18
63	64
10	13
16	16
10	14
21	46
14	22
10	11
77	87
6	21
34	40
4	10
12	13
7	31
18	32
3	11
9	13
98	103
54	62
13	37
42	102
9	10
42	45
2	34
7	10
23	27
16	18
2	14
7	24
2	11
1	42
14	20
12	21
48	51
9	13
5	87
10	12
19	24
25	25
25	26
6	10
6	11
21	36
2	11
21	32
12	16
18	21
2	11
9	10
23	33
188	197
7	10
53	55
146	162
4	22
11	19
16	16
17	24
21	29
3	12
13	91
6	10
28	28
6	49
35	36
9	20
2	26
4	15
48	62
12	18
5	10
32	32
3	29
7	31
13	14
11	13
14	21
1	13
4	22
24	34
8	26
6	10
131	138
39	39
37	38
12	20
4	11
90	104
15	21
92	104
14	14
9	25
11	15
63	76
3	37
4	13
1	20
12	13
84	88
1	11
26	30
8	20
5	17
4	31
6	17
6	11
7	10
1	10
20	26
20	20
12	25
10	14
8	14
8	86
11	13
28	34
8	16
102	111
128	134
9	12
13	18
2	16
10	40
6	16
11	14
7	10
7	31
8	11
14	15
8	37
16	19
192	220
36	36
9	12
3	16
12	13
0	10
1	37
11	11
12	13
1	20
10	12
13	17
8	11
0	43
9	10
10	12
4	10
20	20
5	17
8	11
2	11
20	132
7	10
28	29
25	27
11	12
10	12
2	10
13	23
10	14
5	70
345	400
19	20
1	21
15	17
3	11
11	20
21	23
3	14
7	12
14	17
22	25
9	11
9	20
9	30
6	11
11	20
3	10
6	39
6	35
31	38
4	17
8	10
10	11
7	17
9	10
4	10
2	15
11	17
9	11
24	150
9	11
19	42
15	17
9	17
1	10
7	24
2	11
10	11
4	54
23	28
24	25
19	20
1	12
17	17
9	10
12	12
13	13
9	10
1	18
84	114
12	12
11	21
7	10
41	43
7	11
46	46
24	25
2	12
8	10
14	17
23	32
5	14
20	42
49	127
13	22
10	15
7	12
36	62
12	22
32	142
13	13
12	15
11	14
12	13
55	64
10	12
8	14
11	21
7	10
5	10
1	19
8	10
1	30
3	19
18	36
16	16
219	221
44	80
5	10
10	19
17	30
6	11
1	16
152	153
21	28
5	22
0	10
9	11
8	31
32	36
21	26
497	573
8	17
9	11
67	68
2	10
7	21
0	19
43	46
4	14
49	49
3	20
57	57
7	10
9	12
76	126
13	24
14	21
42	48
7	11
13	21
1	23
10	13
89	119
24	27
10	17
9	16
15	19
13	20
41	147
4	12
14	20
16	19
0	18
2	22
7	10
14	19
8	10
3	13
13	14
15	109
14	15
11	17
2	10
42	48
22	29
7	28
2	11
6	10
2	13
6	10
22	23
2	15
8	10
5	12
42	46
5	13
13	22
2	10
9	10
1	23
33	37
9	16
21	108
6	18
15	15
4	20
7	11
7	73
0	11
5	11
9	13
88	90
0	12
7	30
7	10
7	10
11	13
4	33
3	27
21	22
22	26
32	35
89	96
0	17
10	10
69	73
78	79
2	13
10	13
45	49
8	19
13	18
14	31
7	11
5	15
15	15
34	36
3	73
11	12
11	11
15	22
81	84
95	104
8	11
390	426
9	17
8	11
2	16
3	10
29	32
9	14
34	35
46	51
24	24
48	49
18	19
69	85
13	13
7	13
10	13
1	23
149	159
5	27
7	10
4	11
5	17
10	11
9	12
12	24
13	16
12	13
42	83
1	12
55	55
28	31
23	45
10	25
48	89
7	38
8	14
11	36
1	10
6	11
5	26
25	42
9	11
1	10
19	30
32	37
11	17
9	12
10	12
10	11
3	14
2	10
8	23
70	124
10	12
35	44
12	17
643	690
9	13
7	10
4	13
13	24
0	19
12	12
2	10
16	25
52	109
2	18
15	22
11	21
1	21
7	10
6	11
7	15
15	21
6	22
5	24
3	13
190	190
12	24
4	10
1	30
11	13
38	47
105	128
20	50
596	610
19	29
11	14
7	30
8	16
3	11
11	12
9	10
2	15
29	35
118	129
11	12
10	13
8	12
13	22
2	12
9	12
4	20
2	16
10	14
7	10
13	18
93	93
19	22
7	11
9	11
413	464
12	23
23	37
136	142
2	28
91	112
15	15
10	15
8	37
14	26
0	12
9	10
10	11
38	41
8	10
7	10
4	13
12	14
16	16
1	38
1	13
8	10
9	18
3	13
1	25
3	11
208	243
16	19
2	15
12	12
5	11
10	11
12	12
9	30
241	244
9	12
3	118
12	15
8	16
19	19
63	82
7	11
10	11
12	26
12	12
23	32
20	40
4	12
29	32
9	10
4	10
86	91
26	233
13	19
5	13
7	10
21	21
8	18
6	11
138	147
116	129
8	14
5	10
22	31
1	17
21	33
9	12
4	17
5	16
25	26
195	248
18	18
7	10
0	63
5	108
36	38
31	33
37	41
9	12
8	10
7	27
0	16
10	10
11	19
7	14
58	73
2	14
2	11
9	10
11	14
23	23
9	17
8	15
9	13
19	24
4	10
37	63
8	18
1	14
7	13
8	34
25	25
2	11
15	33
2	16
33	61
6	32
16	44
67	73
5	12
14	16
11	11
9	11
8	13
26	37
3	22
7	13
48	68
70	73
5	11
1	27
12	22
1	47
6	10
11	11
2	12
11	11
6	13
9	32
2	21
7	11
4	11
6	11
10	11
14	17
16	16
7	11
11	11
8	10
10	10
19	299
2	12
11	19
5	10
92	114
20	29
19	19
13	14
20	46
12	15
7	58
12	16
8	18
13	13
33	154
24	39
10	13
11	14
8	15
3	10
0	12
7	10
29	32
17	30
40	50
9	12
16	16
2	19
8	10
15	17
4	17
12	18
16	16
5	26
15	17
43	55
16	16
11	11
9	10
11	32
11	16
10	27
6	10
2	15
8	11
50	51
18	19
12	22
21	26
8	10
0	14
23	28
23	23
17	19
8	10
8	19
2	15
14	16
6	11
1	12
10	18
35	42
28	35
19	36
5	10
11	23
0	14
22	22
3	10
1	24
36	48
7	11
0	13
13	43
33	35
19	21
21	32
11	13
13	17
7	10
194	210
63	66
42	44
19	29
4	11
5	14
5	14
10	14
34	60
13	13
6	14
5	16
8	10
12	13
6	12
19	21
0	11
805	818
16	25
5	33
6	37
7	19
36	57
7	12
53	58
35	81
17	23
9	10
17	88
240	345
7	13
4	25
1	16
8	13
153	161
15	15
4	10
14	16
8	12
2	10
14	34
12	18
15	17
41	46
10	11
10	11
0	10
10	36
38	232
39	55
55	59
11	11
13	16
15	28
12	14
7	37
1	14
12	29
10	13
10	10
6	35
1	10
12	16
16	23
7	10
19	35
13	15
3	12
7	37
47	60
5	30
10	14
6	12
5	14
13	25
10	11
126	147
2	37
8	12
9	11
29	29
4	13
22	27
6	11
9	12
7	10
0	12
17	17
13	16
5	11
102	108
143	149
13	19
1	20
9	22
0	13
11	20
9	10
7	12
23	24
8	11
188	218
339	453
17	842
7	11
9	11
12	14
23	28
31	34
25	27
214	248
1	17
7	19
6	10
12	20
1	14
9	22
9	15
11	23
12	15
12	12
14	19
4	14
17	19
13	67
8	17
13	28
17	19
5	10
4	14
2	19
11	11
8	11
19	21
7	11
4	38
10	17
18	36
11	27
13	16
1	11
105	141
22	23
4	11
22	29
12	12
90	94
12	19
6	15
32	68
10	13
9	13
4	29
50	52
25	26
12	13
14	26
6	15
39	49
6	20
28	32
100	100
2	29
4	25
5	10
7	10
14	14
13	16
10	10
24	32
4	10
13	23
8	10
20	27
23	33
48	52
26	26
3	16
44	71
11	18
28	29
5	15
3	10
18	27
58	86
8	18
16	23
5	159
5	34
13	14
4	11
10	12
7	10
14	24
29	41
8	10
7	46
7	11
23	31
8	22
5	31
10	14
13	13
11	16
283	288
9	11
7	12
5	16
7	26
23	41
8	14
11	24
0	10
15	38
9	11
9	26
10	10
23	25
0	10
108	121
9	12
8	15
13	14
6	10
0	25
31	36
12	15
7	12
7	36
53	56
5	10
3	13
3	17
15	18
29	29
53	138
8	30
33	37
6	47
9	15
10	11
7	10
2	33
12	14
10	14
31	38
1	12
6	14
26	26
106	120
13	15
8	12
5	10
4	11
10	15
369	383
10	16
10	12
13	13
19	31
36	36
0	10
10	11
15	16
9	14
1	12
2	146
11	12
21	25
10	11
15	15
11	13
2	10
11	20
2	15
161	167
5	14
8	19
11	26
7	12
60	77
2	22
9	15
17	22
9	12
8	11
9	12
30	33
16	21
7	10
9	13
7	13
7	14
6	11
2	15
4	15
9	12
2	12
13	13
25	27
4	11
5	10
8	12
4	39
14	14
11	11
17	27
3	10
4	15
19	20
20	20
28	32
23	25
8	14
10	15
4	35
39	51
15	21
12	17
3	12
9	11
41	51
21	38
11	15
7	29
19	22
53	114
4	11
3	10
9	12
66	105
7	11
8	10
4	12
5	23
12	18
11	11
26	27
71	81
10	12
9	10
10	42
95	126
20	24
12	26
10	26
10	11
11	13
0	16
9	17
9	10
5	11
35	45
10	28
335	360
2	11
10	19
24	35
5	11
5	23
20	23
22	524
30	69
28	36
6	11
76	82
8	11
18	25
28	93
25	29
22	26
21	35
6	10
34	36
7	13
4	13
8	12
2	14
2	16
83	87
3	22
172	189
9	21
8	13
5	37
7	12
11	12
5	10
73	86
24	27
10	10
2	12
12	12
37	39
40	52
7	12
8	17
5	19
14	16
50	54
206	207
6	25
22	38
9	13
0	13
6	13
11	36
13	13
9	68
15	28
8	34
12	13
19	26
190	191
23	23
8	24
6	12
17	110
4	14
16	18
2	15
8	10
1	10
12	12
194	195
4	19
15	15
14	14
0	19
6	21
4	12
15	16
38	39
1	40
9	10
36	44
4	43
6	136
2	14
17	32
10	16
9	15
13	14
2	20
13	34
11	19
22	42
12	13
20	22
15	18
5	26
2	19
8	12
15	19
20	29
2	18
16	19
5	25
9	10
1	21
50	68
11	18
11	12
5	11
9	11
83	84
293	294
5	10
17	17
3	13
21	26
21	49
23	23
12	23
5	15
13	23
4	21
4	21
10	11
3	17
5	20
3	22
5	13
10	12
10	13
13	16
1	91
16	29
63	71
2	10
2	15
21	23
14	21
18	36
8	74
11	17
9	22
4	16
14	18
6	11
11	12
24	35
0	14
11	24
0	10
2	10
16	30
6	19
9	13
6	19
3	21
6	22
2	13
13	16
23	138
13	16
12	14
9	10
7	10
12	22
45	53
10	13
8	13
5	14
9	10
63	73
15	22
2	22
4	28
16	39
29	43
3	11
25	26
14	26
17	18
31	34
5	10
10	12
10	15
6	11
5	11
3	15
4	11
16	18
8	68
8	15
8	17
4	20
25	28
17	28
5	33
10	56
372	379
82	101
8	35
12	12
12	15
62	67
5	18
116	129
6	11
5	12
4	10
19	21
13	13
21	22
8	15
11	11
4	12
16	50
1	10
12	14
16	18
11	17
3	10
11	12
7	10
9	17
9	16
9	16
289	334
5	10
9	13
9	16
11	63
6	10
6	23
82	90
1	11
23	25
68	78
9	14
8	10
6	18
59	70
18	18
25	25
11	12
43	47
96	149
16	16
41	55
10	12
104	115
4	12
9	13
10	17
34	35
9	10
7	10
1	52
2	18
12	12
15	15
9	15
8	10
11	11
3	15
10	12
58	71
6	24
6	24
46	60
22	33
6	13
1	11
18	21
10	13
16	21
16	29
18	45
2	20
12	15
0	11
10	13
461	468
7	10
8	14
7	62
1	45
475	479
0	20
14	14
12	12
12	12
7	12
16	19
10	23
58	66
9	12
14	16
1	28
4	15
26	27
5	10
12	12
26	30
6	10
7	31
1	10
8	10
8	10
9	38
47	50
5	12
15	19
5	13
2	10
6	16
10	12
11	11
4	27
10	10
8	10
0	11
10	12
16	32
7	10
9	23
77	83
1	11
6	10
14	18
16	22
6	34
5	37
7	10
10	97
62	88
72	84
9	13
7	14
9	10
65	81
41	48
6	14
10	16
3	21
9	21
48	58
12	21
5	83
17	49
11	15
9	19
10	17
2	13
15	23
12	19
18	23
15	23
1	14
12	16
49	72
0	12
33	293
34	38
0	56
4	14
45	58
1	11
9	10
21	31
5	11
8	12
423	460
10	13
20	41
4	10
7	10
28	28
6	12
14	16
54	87
19	26
99	153
1	10
9	11
8	11
2	26
50	79
29	34
2	86
48	53
12	14
23	26
25	28
10	10
5	26
6	17
11	12
6	15
11	16
14	44
44	49
11	15
44	47
12	33
10	73
12	12
7	12
17	32
19	22
9	15
15	27
15	24
0	22
10	12
17	27
10	12
37	50
6	24
58	81
102	102
19	22
3	27
12	22
24	25
1	10
2	11
10	14
13	13
9	10
7	13
11	11
11	15
10	13
5	10
4	10
26	28
21	25
19	23
9	15
51	56
4	11
7	16
1	11
5	13
41	70
8	12
13	18
2	17
19	21
15	25
42	48
4	16
5	36
3	52
13	26
31	45
18	19
13	21
4	13
9	19
5	15
11	14
10	12
8	13
8	33
3	11
28	28
8	10
4	10
12	13
4	12
171	181
19	33
8	14
20	24
2	14
27	69
26	30
143	159
8	14
3	11
6	18
141	157
6	27
14	27
2	22
31	31
16	18
13	13
12	23
11	11
8	15
9	16
24	24
9	12
138	157
8	10
13	23
11	14
6	11
3	10
5	15
9	10
1	15
12	13
29	41
11	18
9	11
8	10
11	11
12	12
10	11
8	14
10	10
11	40
7	12
85	90
14	15
0	10
0	12
0	12
49	56
4	18
1	20
105	117
9	12
10	153
17	20
10	16
11	14
452	631
14	24
12	21
9	16
102	104
42	46
5	17
45	56
4	18
2	11
20	22
10	11
5	10
5	41
12	22
19	64
10	10
18	20
4	13
11	16
111	141
13	28
3	14
8	13
10	120
6	39
2	20
1	12
3	15
2	13
17	54
27	87
12	12
11	19
1	10
17	17
7	11
17	20
9	11
45	47
0	15
8	13
5	17
23	24
10	14
2	12
26	30
14	15
9	12
68	69
5	15
11	12
11	19
19	33
2	11
14	29
2	26
10	11
7	13
37	54
35	43
9	10
7	10
25	26
9	10
7	10
16	16
25	26
6	10
15	44
8	11
7	11
15	19
5	27
8	10
27	29
13	18
8	27
38	105
0	13
28	28
4	16
16	18
15	26
20	72
2	19
0	28
3	16
9	19
27	45
2	110
35	37
2	10
9	14
10	17
10	14
107	130
18	20
10	11
11	13
25	26
2	14
4	12
10	12
8	27
8	10
9	12
56	58
11	13
24	27
29	33
6	15
1	12
20	69
11	28
16	17
10	10
12	13
17	25
3	23
21	51
16	16
13	24
15	15
12	13
12	22
1	18
46	118
8	11
2	16
25	48
13	15
7	24
9	16
7	11
5	17
2	13
191	214
70	80
2	11
5	10
16	16
1	15
40	42
1	16
9	10
9	12
12	18
23	29
19	23
2	17
13	58
48	49
3	27
1	11
43	50
1	12
9	10
16	28
9	13
12	34
2	18
11	15
2	57
9	11
23	24
16	29
22	24
8	13
12	39
12	41
2	13
4	10
9	11
9	16
4	57
11	11
12	21
2502	2755
11	11
462	476
14	14
18	23
18	18
19	21
8	16
3	15
16	33
5	12
10	11
17	17
12	13
55	67
6	10
57	59
13	13
7	10
55	57
2	23
13	21
11	19
10	10
447	520
8	10
6	24
6	19
2	17
4	16
2	11
7	13
13	23
31	53
14	17
12	14
5	15
13	15
55	71
10	11
11	11
9	15
36	44
6	11
14	16
5	10
8	15
8	30
21	22
9	10
4	10
18	21
5	10
9	23
8	10
7	10
12	23
11	52
12	20
8	13
5	10
7	10
7	10
22	28
9	17
0	14
22	24
11	16
39	50
9	10
17	18
15	15
17	328
5	10
10	12
31	41
4	31
6	13
2	28
2	17
16	28
4	14
8	18
12	40
28	349
6	31
10	15
10	17
8	35
14	14
11	11
25	25
5	13
5	12
6	25
5	10
4	13
5	10
15	15
9	14
6	61
60	81
17	51
7	15
6	14
40	67
5	16
3	17
6	11
11	13
7	21
102	107
63	87
5	10
14	15
2	22
2	10
12	15
1	33
10	11
1	23
10858	11394
59	65
5	17
17	18
44	48
9	18
26	27
18	19
28	31
18	23
80	87
7	12
586	603
5	20
10	11
12	12
16	18
31	108
19	20
13	18
15	15
5	34
5	11
14	27
12	16
54	95
0	19
10	77
10	11
3	21
5	12
16	19
5	12
33	33
35	37
38	45
7	43
7	10
20	33
5	15
6	12
42	48
26	37
16	18
23	34
3	10
92	99
174	220
19	22
1	14
5	11
4	19
4	18
9	17
1	19
10	13
9	11
4	10
4	11
4	10
43	45
5	10
4	10
6	10
12	15
211	227
28	28
7	10
12	15
0	16
21	36
5	21
2	10
24	29
0	20
69	138
39	59
23	23
7	11
13	16
20	45
6	10
9	10
10	12
11	48
6	14
66	80
7	17
2	20
140	149
13	17
6	13
15	18
4	16
8	11
0	20
10	11
10	15
7	10
8	23
13	40
9	12
18	24
11	12
10	12
16	17
11	11
5	38
6	12
3	11
20	26
3	10
37	44
4	11
8	12
34	46
6	18
11	19
168	174
14	17
7	10
7	10
10	10
12	13
4	15
6	17
3	47
1	10
4	12
7	14
12	12
9	33
14	17
10	13
2	19
6	63
10	13
25	25
4	14
11	11
8	11
4	14
4	12
14	17
18	29
13	15
20	28
18	31
15	21
10	12
10	15
3	12
0	12
5	12
8	17
8	11
11	25
29	39
9	14
16	19
5	44
5	13
11	12
9	10
5	19
22	23
10	13
15	17
16	504
14	15
10	15
11	18
10	14
4	27
53	57
14	15
1	15
13	19
15	17
15	27
2	18
6	10
13	15
16	28
12	16
11	11
32	33
78	93
41	42
21	23
38	71
6	11
6	16
46	47
101	107
10	11
7	12
13	23
67	112
17	30
6	11
75	125
6	50
5	12
5	12
19	39
3	24
9	16
9	36
11	21
1	59
42	43
25	32
10	19
11	15
1	26
16	18
1	12
7	19
20	30
5	30
11	20
5	17
8	14
10	15
62	65
37	39
14	15
4	14
7	10
9	13
15	24
7	12
6	10
7	27
4	17
9	10
5	15
22	35
69	76
64	82
26	28
0	10
12	23
9	11
348	371
11	13
12	12
6	14
7	12
14	17
2	16
3	12
88	103
24	24
5	13
19	23
2	31
9	14
26	27
7	13
11	11
11	18
7	20
14	15
8	11
5	15
11	12
2	36
1	10
4	13
11	15
7	24
3	10
12	12
12	22
14	25
32	63
14	25
9	10
5	11
80	85
7	14
14	53
23	28
36	42
18	19
9	18
9	11
22	30
7	31
7	12
6	18
2	13
51	112
6	12
12	14
21	27
2	10
293	308
16	24
36	58
8	11
7	10
13	18
7	12
196	227
536	546
6	10
15	16
20	404
22	26
13	13
24	24
7	11
6	11
9	16
16	28
14	55
12	13
1	14
62	89
9	10
6	12
6	12
23	25
3	17
8	17
32	99
139	145
10	13
11	14
18	19
37	38
1	10
15	34
14	14
13	14
845	987
0	19
9	11
3	14
7	12
11	13
40	41
13	22
12	18
5	34
27	112
32	40
4	10
6	13
173	174
13	23
0	13
15	24
29	33
6	10
17	19
57	65
582	589
25	25
12	13
242	267
76	80
29	32
53	55
16	19
10	16
5	11
7	13
4	11
25	27
12	16
12	14
11	12
10	15
3	17
7	10
5	11
11	12
7	36
26	27
14	21
4	12
10	11
12	15
2	15
27	30
19	22
12	13
13	14
31	32
36	37
6	15
18	18
87	101
1	10
5	20
8	10
64	73
22	22
0	15
19	24
12	12
12	30
87	90
15	23
23	57
13	14
26	43
2	24
10	15
6	11
6	20
459	519
14	22
2	19
0	10
8	11
24	26
11	15
0	12
7	10
46	50
21	21
6	11
18	71
8	10
14	18
6	11
15	49
3	11
21	24
12	12
19	23
7	10
13	18
17	23
2	11
10	13
0	11
8	10
21	22
8	17
4	23
26	29
3	46
37	44
3	13
11	17
21	38
7	10
5	19
8	10
10	12
5	10
5	18
74	166
5	44
12	13
9	134
2	12
9	11
9	11
15	77
16	20
2	11
10	13
7	10
1	16
6	13
27	33
3	16
4	25
13	13
20	25
7	12
10	14
1	11
9	12
11	44
17	20
8	11
11	11
7	21
5	13
2	10
7	10
57	62
16	28
99	126
29	32
6	18
17	37
15	19
27	30
354	423
8	12
1	15
10	13
36	54
40	43
10	14
10	10
5	18
1	14
3	13
27	48
8	31
3	18
4	31
6	30
31	51
1	21
14	14
7	10
24	36
2	17
14	25
12	20
55	55
7	10
55	92
10	10
7	13
23	40
5	24
4	12
62	67
3	11
11	14
14	84
3	19
13	19
3	13
48	61
58	69
18	24
8	18
6	16
4	17
3	10
5	27
6	16
14	53
7	11
2	10
21	66
13	16
28	50
13	14
9	22
6	10
566	586
11	16
94	128
9	10
5	12
8	22
21	32
12	25
21	25
10	11
11	24
19	20
3	36
3	10
10	19
24	25
3	10
3	15
33	35
17	30
5	12
9	16
6	17
14	14
13	28
16	25
16	22
12	13
9	11
14	52
11	34
13	14
13	15
6	10
9	11
9	14
3	10
12	18
20	20
8	32
3	13
6	12
1	21
13	83
9	11
11	13
1	16
18	18
10	14
1	11
216	217
1	10
11	12
5	11
53	89
65	109
32	36
12	14
2	36
20	35
6	12
10	14
10	17
29	33
3	11
28	34
20	21
4	13
11	13
13	15
12	15
31	36
29	66
26	36
43	97
9	29
8	10
0	19
25	26
26	27
6	14
0	13
7	10
89	114
11	12
9	10
58	69
4	12
8	34
9	13
14	17
6	11
6	12
0	10
45	50
1	15
14	15
22	25
8	11
50	54
15	31
7	11
41	44
15	131
7	10
3	16
18	19
10	23
9	18
23	31
71	79
1	25
12	12
7	11
25	37
9	13
9	15
15	24
8	10
7	13
10	12
10	12
8	14
2	10
8	15
13	17
11	20
4	33
7	10
4	20
51	86
32	38
40	43
17	72
246	401
0	16
5	15
11	16
22	31
44	44
41	68
7	12
9	15
3	17
16	24
7	13
9	13
9	29
7	10
12	13
10	10
15	15
29	34
50	54
121	130
10	10
10	12
16	16
17	28
7	12
0	12
10	13
483	785
30	70
4	19
5	48
111	113
7	21
6	11
18	32
8	12
16	17
69	73
11	16
6	27
8	10
100	101
11	11
5	104
9	38
1048	1124
19	22
5	11
16	40
11	12
6	30
10	11
0	18
8	11
1	11
37	44
11	11
1	10
21	26
4	15
16	31
28	30
9	10
6	37
18	19
1	14
6	11
12	12
14	41
7	11
7	49
7	12
16	38
4	10
125	134
165	175
12	13
12	12
10	14
2	16
29	30
14	19
30	50
34	36
2	10
24	165
2	28
24	25
18	19
4	17
20	21
3	13
14	25
8	11
9	10
0	11
18	20
88	91
15	16
7	10
10	12
7	11
49	51
13	18
7	10
20	35
6	13
9	12
2	19
9	12
3	10
105	128
35	39
11	12
11	45
9	12
0	19
14	25
15	18
8	11
18	39
11	18
10	13
34	39
6	18
11	15
8	13
4	10
14	14
6	14
6	23
14	14
13	22
147	167
24	33
7	11
15	23
7	17
17	18
2	11
8	10
40	45
0	15
23	50
8	10
36	39
28	31
9	10
10	152
9	10
363	390
11	16
16	25
8	11
15	21
32	48
2	10
12	12
6	12
9	11
18	20
9	13
4	50
81	866
19	25
7	23
10	13
75	77
96	149
21	71
11	12
51	62
7	10
1	12
9	28
28	33
104	106
10	10
14	46
16	17
18	19
30	36
13	14
65	72
8	15
12	22
2	21
17	20
81	119
13	16
21	33
23	33
11	15
0	12
4	31
5	11
73	78
4	11
6	104
1	10
88	96
1	20
22	23
9	11
5	10
30	31
4	16
14	16
30	34
9	10
9	11
21	22
3	11
9	12
9	15
10	12
5	12
7	11
7	49
45	47
2	12
3	12
5	10
14	14
4	15
545	559
19	28
9	11
10	10
17	19
4	10
9	39
16	24
11	13
26	26
1	13
9	21
23	33
6	27
2	16
4	15
69	74
16	17
29	34
2	11
65	78
12	14
2	28
34	37
28	69
10	17
4	13
27	30
4	18
43	52
12	15
3	27
1	27
389	396
14	52
1	15
10	11
27	59
13	16
3	10
14	25
12	16
12	15
0	14
23	36
12	14
2	20
4	13
7	33
5	10
11	11
12	16
4	17
3	13
1	12
157	167
51	52
11	12
33	38
7	10
9	13
7	17
62	124
10	27
14	15
9	12
45	52
8	11
6	12
11	11
13	14
22	23
9	19
37	44
55	65
41	41
3	12
11	11
2	17
10	13
8	10
7	11
5	11
25	57
16	17
24	27
4	11
16	48
6	10
12	13
0	13
10	14
2	10
4	109
4	52
0	18
30	33
13	60
12	17
538	721
12	48
0	24
18	34
6	10
9	10
14	25
6	11
27	30
0	32
26	30
4	12
9	15
11	24
3	20
746	819
2	16
6	81
10	13
2	19
4	20
11	32
10	18
2	14
9	10
17	22
21	143
11	12
11	11
8	12
13	15
14	25
10	13
9	11
20	25
4	21
107	135
84	823
38	50
11	12
10	11
23	23
11	19
4	13
9	11
11	16
7	10
5	12
3	17
22	25
10	29
16	16
16	22
0	13
14	17
39	68
4	17
17	28
10	16
10	13
12	22
8	13
29	41
7	10
3	11
30	38
7	21
7	10
37	42
39	43
72	75
22	29
11	35
4	45
4	17
4	55
7	20
28	29
62	70
6	15
8	22
1	22
13	18
65	73
18	18
12	12
24	55
49	82
8	33
9	16
13	15
58	69
8	13
7	38
13	14
11	12
6	10
47	47
252	262
4	12
3	12
1	10
0	11
12	13
11	15
28	35
19	47
30	35
9	15
13	17
9	14
4	12
7	10
1	10
4	27
135	154
11	15
19	20
26	30
18	18
10	12
2	25
6	11
26	33
11	15
5	28
32	36
1	10
14	21
30	37
59	113
257	301
20	24
25	25
12	12
19	19
10	12
49	51
11	14
12	16
5	11
7	12
32	33
10	22
10	12
27	55
10	16
11	11
8	10
12	12
11	23
8	14
30	37
11	18
2	31
7	19
4	12
8	12
34	57
85	89
12	17
15	30
89	106
14	14
27	41
4	13
2	11
10	13
3	22
41	42
7	23
11	12
18	60
18	31
10	11
9	11
45	61
0	10
11	20
24	41
1	10
6	11
16	20
8	10
113	121
12	28
7	50
13	53
10	55
38	39
10	13
21	23
66	120
32	36
4	19
69	96
5	11
1	11
4	26
1	11
59	84
10	20
7	10
1	10
11	12
30	31
20	26
9	12
0	14
3	10
9	10
13	23
2	12
8	14
21	58
4	10
35	39
14	14
1	13
7	12
6	16
34	44
11	20
7	22
26	54
9	10
6	11
0	11
25	31
42	50
10	31
